Id,Label,timeset,0,1,2,3,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
297,walterojedaf,,None,None,0.666667,,0,1,1,0,1,1,10,0.219319,0.233399,0
298,arielmirandab9,,None,None,0.84488,,0,1,1,0,1,1,9,0.244972,0.263795,0
299,PepCerrista,,None,None,20.15,,4,9,13,4,10,14,9,0.252571,0.274378,24767.294066
300,AdriancisAzul,,None,None,1.277962,,0,1,1,0,1,1,1,1,1,0
301,rodveron,,None,None,1.22467,,0,0,0,0,0,0,0,0,0,0
302,MarcosMorenoA,,None,None,2.635514,,0,1,1,0,1,1,11,0.169334,0.175725,0
303,Bbhil,,None,None,1,,0,1,1,0,1,1,10,0.212793,0.225462,0
304,tialulucha,,None,None,2.662116,,0,4,4,0,4,4,9,0.227073,0.239951,0
305,sergio2590,,None,None,2.361446,,0,1,1,0,1,1,11,0.181803,0.191275,0
306,benitezpati,,None,None,0.784615,,0,1,1,0,1,1,10,0.218646,0.233216,0
307,monlafertepy,,None,None,0.437576,,0,1,1,0,1,1,11,0.182789,0.191364,0
308,benjalibre,,None,None,0.007619,,37,2,39,58,2,60,9,0.220068,0.233636,6688.859783
309,SIb66G5xkM8lpN1,,anr,anr,0.830601,,1,12,13,1,18,19,9,0.243311,0.259042,279.837081
310,gusbarriosv,,None,None,2.634615,,0,2,2,0,2,2,10,0.198675,0.209529,0
311,sosomalu75,,None,None,2.745455,,0,1,1,0,1,1,9,0.228951,0.24503,0
312,andreaba98_,,None,None,0.627896,,0,1,1,0,1,1,9,0.20927,0.220119,0
313,mauririosp,,None,None,0.933934,,0,1,1,0,1,1,10,0.212793,0.225462,0
314,Sanperjor,,None,None,2.461539,,0,1,1,0,1,1,9,0.222849,0.234612,0
315,NicooArenas,,None,None,1.244444,,0,1,1,0,1,1,10,0.206723,0.218502,0
316,kokon876,,None,None,15.512397,,3,9,12,4,18,22,9,0.236276,0.256282,36768.997205
317,CelsoReyes010,,None,None,19.75,,0,2,2,0,2,2,9,0.231129,0.245644,0
318,RicardoRaulRom1,,None,None,1.409091,,0,1,1,0,1,1,10,0.179373,0.187731,0
319,Aldo_Alonso94,,None,None,1.37641,,0,3,3,0,3,3,9,0.228255,0.242524,0
320,Lizamavel,,None,None,0.277296,,0,2,2,0,2,2,11,0.164131,0.170741,0
321,ariannabogado,,None,None,4.092308,,0,1,1,0,1,1,10,0.192092,0.202924,0
322,CaceresSaider,,None,None,2.666667,,0,1,1,0,1,1,1,1,1,0
323,OlgaSekatcheff,,None,None,1.88,,1,1,2,1,1,2,1,1,1,0
324,VctorAl05566296,,None,None,4.686567,,0,3,3,0,3,3,9,0.246766,0.265079,0
325,Alexxa1898,,None,None,0.742857,,0,1,1,0,1,1,1,1,1,0
326,iXrCA3ei1GWFS41,,anr,anr,0.90991,,0,1,1,0,1,1,10,0.185037,0.192896,0
327,vsm666,,None,None,2.042781,,0,1,1,0,1,1,10,0.210741,0.220366,0
328,RdtCarlos,,None,None,2.133333,,0,1,1,0,1,1,9,0.221205,0.236557,0
329,panfiloortiz,,anr,anr,1.567568,,0,1,1,0,1,1,9,0.243695,0.261159,0
330,jorgemvillalba,,None,None,0.450723,,0,1,1,0,1,1,11,0.18046,0.188893,0
331,gato2262,,None,None,0,,0,1,1,0,1,1,11,0.181894,0.190899,0
332,mariajosepere12,,anr,anr,2.529412,,0,1,1,0,1,1,11,0.169334,0.175725,0
333,MaasAguila,,None,None,1.659004,,0,1,1,0,1,1,1,1,1,0
334,svrmax,,None,None,0.761194,,0,1,1,0,1,1,10,0.218646,0.233216,0
335,AngelBowerBaez,,anr,anr,12,,0,1,1,0,3,3,11,0.169334,0.175725,0
336,patto032,,None,None,5.2,,1,1,2,1,1,2,10,0.189156,0.198282,0
337,graynsfran,,None,None,1.893281,,2,7,9,2,9,11,9,0.264899,0.2894,113.136865
338,Cesar56930991,,None,None,5.084507,,0,3,3,0,3,3,9,0.234811,0.251068,0
339,GustavoVela71,,None,None,0.159378,,0,1,1,0,1,1,1,1,1,0
340,_PerlaCaceres,,None,None,1.051163,,0,1,1,0,1,1,9,0.229216,0.246002,0
341,Arnaldo03046575,,None,None,3.3125,,0,1,1,0,1,1,10,0.218646,0.233216,0
342,Marcialito_,,None,None,1.125765,,1,3,4,1,3,4,9,0.244076,0.261905,2561.451163
343,HenryCampuzano2,,None,None,6.235294,,0,1,1,0,1,1,12,0.15209,0.156866,0
344,Yetilin,,None,None,4.737338,,0,6,6,0,12,12,10,0.22152,0.238287,0
345,WalterColman,,None,None,3.58209,,0,1,1,0,1,1,10,0.196298,0.205217,0
346,j_ulia00,,anr,anr,1.153846,,0,60,60,0,92,92,9,0.279714,0.306025,0
347,lindadiceq,,anr,anr,4.945652,,0,1,1,0,1,1,10,0.183762,0.190651,0
348,SurinameMirror,,None,None,14.240566,,0,1,1,0,1,1,9,0.243695,0.261159,0
349,E100c,,None,None,6,,0,1,1,0,1,1,10,0.212793,0.225462,0
350,CarlosETorres_,,None,None,0.389844,,0,1,1,0,1,1,3,0.5,0.583333,0
351,hugolezcano79,,None,None,0.532468,,0,1,1,0,1,1,10,0.212793,0.225462,0
352,daily46,,None,None,2.704348,,0,1,1,0,1,1,9,0.214187,0.225556,0
353,HermannOC,,None,None,0.36471,,6,1,7,6,1,7,2,0.6,0.666667,18
354,Azpolcomunica,,None,None,0.806897,,1,0,1,1,0,1,0,0,0,0
355,FABO67AB,,None,None,9.548388,,0,1,1,0,1,1,10,0.217672,0.231397,0
356,ahimartinez6,,None,None,3.314286,,0,1,1,0,1,1,10,0.198096,0.207785,0
357,aEdSdN10,,None,None,1,,0,1,1,0,1,1,10,0.212793,0.225462,0
358,GK6YJEfHgIVCFKx,,anr,anr,1.703704,,20,42,62,41,104,145,9,0.265985,0.288805,17951.071522
359,ovaveron,,None,None,1.44,,0,1,1,0,1,1,11,0.180685,0.18878,0
360,SUSI2511,,None,None,0,,0,1,1,0,1,1,10,0.212793,0.225462,0
361,LpezRiana,,None,None,3.164384,,0,1,1,0,1,1,10,0.199011,0.208537,0
362,ElGuasonTrue,,None,None,28.625,,0,1,1,0,2,2,10,0.212793,0.225462,0
363,alejandrovaldez,,None,None,0.425111,,17,8,25,18,19,37,8,0.258059,0.281502,40346.631604
364,rodriguezchecci,,None,None,1.309783,,1,1,2,1,3,4,9,0.211852,0.223621,0
365,Jazzcascop,,None,None,1.232,,0,2,2,0,2,2,10,0.2093,0.221757,0
366,MMendoncaB,,None,None,0,,0,1,1,0,1,1,10,0.212793,0.225462,0
367,alebuzog,,None,None,1.551175,,0,1,1,0,1,1,10,0.181159,0.189369,0
368,zacarias_Isa,,None,None,0.808039,,0,1,1,0,1,1,11,0.169334,0.175725,0
369,sOfiaArrua,,None,None,1.536634,,0,2,2,0,2,2,10,0.214082,0.226974,0
370,labarbareal13,,None,None,2.633188,,0,1,1,0,1,1,10,0.19448,0.204198,0
371,tiko_armando,,None,None,1.852941,,0,1,1,0,1,1,9,0.222849,0.234612,0
372,mangopyo,,None,None,2.30033,,0,1,1,0,1,1,10,0.206723,0.218502,0
373,Melisot,,None,None,1.154331,,1,1,2,1,3,4,10,0.212827,0.225485,4.537233
374,botsabuesa,,None,None,0.310078,,1,0,1,3,0,3,0,0,0,0
375,PedroAtilioMen2,,None,None,3.947368,,0,0,0,0,0,0,0,0,0,0
376,German_BL,,None,None,1.135803,,11,12,23,11,12,23,9,0.256657,0.278497,4087.753979
377,tdmoray,,None,None,4.365854,,0,1,1,0,1,1,9,0.243695,0.261159,0
378,villalba_anahi,,None,None,2.437181,,0,2,2,0,2,2,9,0.21529,0.22693,0
379,Araverami,,None,None,0,,0,1,1,0,1,1,10,0.212793,0.225462,0
380,DyaPlobH5SYwE8T,,anr,anr,2.826087,,34,51,85,52,150,202,9,0.27844,0.304659,397951.340727
381,AldoColarte,,None,None,1.385246,,0,1,1,0,1,1,10,0.192936,0.202076,0
382,fabioletp,,None,None,4,,0,1,1,0,1,1,9,0.222849,0.234612,0
383,AxelMedina99,,None,None,0.537283,,0,2,2,0,2,2,9,0.22134,0.236932,0
384,chialanpy,,plra,plra,4,,0,3,3,0,6,6,9,0.223766,0.240615,0
385,vyambay,,anr,anr,2.380192,,6,3,9,6,10,16,10,0.203473,0.214856,4465.497499
386,PabloTufari,,None,None,2.278049,,0,4,4,0,10,10,9,0.247228,0.26596,0
387,Dear5anta,,None,None,0.117737,,0,1,1,0,2,2,10,0.206723,0.218502,0
388,luwalls_,,None,None,4.083333,,0,1,1,0,1,1,12,0.144837,0.148862,0
389,13ZY,,None,None,1,,0,1,1,0,1,1,10,0.212793,0.225462,0
390,unbarbudomass,,None,None,1.419355,,0,2,2,0,2,2,9,0.22647,0.240046,0
391,CheloMiers,,None,None,0.94704,,14,8,22,16,11,27,9,0.225677,0.242782,54286.166405
392,Roberth_dj,,None,None,2.797468,,0,3,3,0,3,3,9,0.229956,0.245146,0
393,LfLorefranco10,,anr,anr,0.942029,,2,3,5,2,10,12,10,0.210376,0.219737,12.6159
394,Apodod,,None,None,0,,0,1,1,0,1,1,10,0.212793,0.225462,0
395,reyesgabita,,None,None,0.256127,,0,0,0,0,0,0,0,0,0,0
396,rufodiana,,None,None,0.794719,,8,2,10,8,2,10,10,0.218816,0.232638,2.0223
397,sacca2011,,None,None,4.026596,,0,3,3,0,3,3,9,0.222438,0.235951,0
398,angelfranjeado,,anr,anr,1.122164,,1,16,17,1,23,24,8,0.272011,0.294705,835.50521
399,_alebenavente,,hagamos,hagamos,0.727206,,0,1,1,0,1,1,10,0.206841,0.216714,0
400,Androidemen,,None,None,0,,0,1,1,0,1,1,10,0.212793,0.225462,0
401,BerinoSaul,,None,None,0,,0,1,1,0,1,1,9,0.243695,0.261159,0
402,Osvaldo72439141,,None,None,1.98,,3,10,13,3,11,14,9,0.269197,0.295923,15451.58319
403,joseav1912,,None,None,0.754636,,0,2,2,0,2,2,10,0.203682,0.215357,0
404,Distritocaroni2,,None,None,6.863636,,0,1,1,0,1,1,11,0.175726,0.182926,0
405,victorruizdiaz7,,None,None,20.173077,,0,1,1,0,1,1,10,0.207949,0.219736,0
406,medicenCacu,,plra,plra,0.63625,,0,1,1,0,1,1,11,0.175492,0.182459,0
407,re_peter89,,anr,anr,14.428572,,0,1,1,0,1,1,11,0.169334,0.175725,0
408,f9rZmB3GEVb8zqR,,anr,anr,1.564885,,21,14,35,30,23,53,9,0.233572,0.248803,21172.531666
409,marta_machain,,None,None,5.153846,,0,1,1,0,1,1,10,0.206723,0.218502,0
410,CostaEsposito_,,None,None,0,,0,1,1,0,1,1,11,0.169334,0.175725,0
411,ajedrezvital,,None,None,3.341912,,1,7,8,1,8,9,9,0.233287,0.252211,0
412,perezramirezce2,,None,None,4.819277,,0,2,2,0,3,3,10,0.21014,0.222976,0
413,NathaliaEMGE,,None,None,2,,23,5,28,23,7,30,9,0.249569,0.269728,52209.074545
414,JoseLop17273090,,None,None,0.836803,,0,1,1,0,1,1,1,1,1,0
415,UlisesAlmada,,None,None,0.467183,,0,2,2,0,2,2,10,0.19196,0.201745,0
416,DavidNoguera94,,None,None,1.717213,,1,2,3,1,3,4,10,0.216614,0.230758,7.661496
417,Tqmkis,,None,None,3,,0,1,1,0,1,1,10,0.212793,0.225462,0
418,crichignocornet,,None,None,2.446809,,0,1,1,0,4,4,10,0.218646,0.233216,0
419,itelesca,,None,None,0.143284,,0,2,2,0,2,2,10,0.18871,0.197813,0
420,Flip98Dj,,None,None,2.608889,,0,1,1,0,1,1,1,1,1,0
421,molmansa,,None,None,2.609756,,0,2,2,0,2,2,10,0.214229,0.227717,0
422,5xtIcCUFroF4SP0,,anr,anr,1.222222,,1,12,13,1,12,13,9,0.24533,0.262882,19280.673283
423,josemacabral17,,None,None,0.772234,,0,1,1,0,1,1,10,0.205259,0.216673,0
424,GCruset,,None,None,4.329412,,0,3,3,0,3,3,9,0.231585,0.246246,0
425,sofhialissette,,None,None,0.412067,,0,2,2,0,2,2,10,0.208405,0.219586,0
426,Bdsosa6,,None,None,0.712155,,0,1,1,0,1,1,10,0.206723,0.218502,0
427,juanpa27,,None,None,3.327273,,0,1,1,0,1,1,10,0.17367,0.180441,0
428,V_MVR,,None,None,0.993958,,0,1,1,0,1,1,9,0.225028,0.238274,0
429,roderick_alv,,None,None,0.897799,,0,1,1,0,1,1,11,0.169334,0.175725,0
430,Palumosq,,None,None,0.365819,,0,2,2,0,3,3,9,0.249355,0.268744,0
431,MildaOcampos,,None,None,3.419355,,2,2,4,3,3,6,10,0.196796,0.206228,8697
432,CortesBorges_,,anr,anr,0,,0,1,1,0,1,1,11,0.169334,0.175725,0
433,BelenAlmiron2,,None,None,0.682051,,4,3,7,4,3,7,8,0.244268,0.260569,293.298063
434,andreaVellaz,,None,None,1.012862,,0,1,1,0,1,1,1,1,1,0
435,eduardo25a,,None,None,1.191214,,0,1,1,0,1,1,10,0.218646,0.233216,0
436,MattoEster,,None,None,4.208333,,0,2,2,0,3,3,10,0.200637,0.211422,0
437,carrpats,,None,None,0.790576,,0,1,1,0,1,1,10,0.182222,0.190885,0
438,carososa77,,None,None,1.391892,,0,1,1,0,1,1,10,0.203682,0.214654,0
439,oac_senado,,None,None,0.649518,,10,7,17,23,10,33,10,0.199706,0.212671,10260.326279
440,GracielAlmada,,None,None,2.325581,,0,3,3,0,7,7,9,0.227942,0.245604,0
441,JosePin02653278,,None,None,80,,0,2,2,0,2,2,9,0.245858,0.263573,0
442,JUNSELENITA,,None,None,0,,0,1,1,0,1,1,10,0.212793,0.225462,0
443,merbog71,,None,None,7.378049,,0,4,4,0,4,4,8,0.253439,0.27336,0
444,DiegoAEsparzaP,,None,None,1.319079,,0,1,1,0,1,1,1,1,1,0
445,Flavia59736801,,None,None,18.449368,,0,1,1,0,1,1,9,0.20556,0.215326,0
446,mathiasv29,,None,None,1.034483,,0,2,2,0,2,2,10,0.206468,0.219177,0
447,virginiamedin,,None,None,4.929412,,0,2,2,0,2,2,10,0.199093,0.208801,0
448,ZunildaMarta,,None,None,20.200001,,0,2,2,0,2,2,9,0.243737,0.261329,0
449,MajoIq,,None,None,0.570927,,0,1,1,0,1,1,10,0.20636,0.217564,0
450,Mitikopy,,None,None,0.672028,,1,4,5,1,5,6,10,0.201212,0.211969,9.748799
451,efgaray,,None,None,0.30667,,0,1,1,0,1,1,10,0.179018,0.187396,0
452,Cesctoledo,,None,None,2.140763,,1,4,5,1,4,5,9,0.230524,0.248486,82.808637
453,matiasrgm2,,None,None,5.684931,,0,3,3,0,4,4,10,0.212897,0.22643,0
454,Nestor_Lovera_,,None,None,0,,0,1,1,0,1,1,11,0.169334,0.175725,0
455,karaipyhare_py,,None,None,0.587444,,0,3,3,0,3,3,10,0.227668,0.2454,0
456,yCiVxtXMGCTvmuh,,anr,anr,2.938462,,0,4,4,0,6,6,10,0.187503,0.195416,0
457,CarlosColmn,,None,None,2.833333,,1,1,2,1,1,2,9,0.237282,0.252513,0
458,martha_cuenca,,None,None,0.758865,,0,1,1,0,1,1,1,1,1,0
459,coinco41,,None,None,3.862595,,0,1,1,0,1,1,1,1,1,0
460,estibengomez,,None,None,2.170213,,0,2,2,0,2,2,10,0.218613,0.234224,0
461,AioSilva,,None,None,1.555556,,1,1,2,2,2,4,2,0.666667,0.75,0
462,Lourdes56734962,,None,None,9.692307,,0,1,1,0,1,1,10,0.212793,0.225462,0
463,ale_rosini,,None,None,2.620833,,2,3,5,2,3,5,9,0.248173,0.267486,20467.408001
464,MartinRuan_,,None,None,0,,0,1,1,0,1,1,11,0.169334,0.175725,0
465,mdmem_012,,None,None,0.69916,,0,1,1,0,1,1,10,0.207443,0.220767,0
466,OzorioCano,,None,None,4.041667,,0,2,2,0,2,2,10,0.212876,0.225769,0
467,ariel_gamarra,,None,None,1.492437,,6,16,22,6,20,26,9,0.270117,0.298132,65036.742082
468,mega084,,pdp,pdp,2.967742,,1,2,3,1,6,7,9,0.249426,0.268653,683.392042
469,hectorzalazar,,anr,anr,4.171492,,0,2,2,0,3,3,10,0.205569,0.216686,0
470,Garcia_Jose7902,,None,None,0.500434,,0,1,1,0,1,1,10,0.179373,0.187731,0
471,vicfrutos,,None,None,0.899795,,0,1,1,0,1,1,10,0.218646,0.233216,0
472,DidierRolon,,None,None,5.914286,,0,1,1,0,1,1,10,0.200544,0.211058,0
473,PapachoMT,,None,None,17.888889,,0,1,1,0,1,1,9,0.192987,0.202545,0
474,RayoVen,,None,None,0.068062,,1,1,2,2,1,3,2,0.666667,0.75,0
475,NoeSperatti,,None,None,0.730028,,0,1,1,0,1,1,11,0.169334,0.175725,0
476,ChristianRolin9,,plra,plra,1.281553,,10,11,21,13,18,31,9,0.253174,0.272976,257194.308794
477,nohelia_celeste,,None,None,2.42083,,0,1,1,0,1,1,9,0.222849,0.234612,0
478,luchoelolimpero,,None,None,5.538462,,0,1,1,0,1,1,10,0.218646,0.233216,0
479,MiguelD39080115,,None,None,17,,1,2,3,1,2,3,10,0.216592,0.229474,15694.093975
480,MiguelNu3,,None,None,4.652174,,0,1,1,0,1,1,12,0.153865,0.15958,0
481,teta_monero,,None,None,8.304348,,0,0,0,0,0,0,0,0,0,0
482,xtianpaiva,,None,None,1.308475,,1,1,2,3,3,6,0,0,0,0
483,lapalabratab,,None,None,1.10071,,0,3,3,0,3,3,2,0.714286,0.8,0
484,GiiPaniagua,,None,None,0.925714,,0,1,1,0,1,1,10,0.190243,0.20113,0
485,GarciaGlorieta,,None,None,35.666668,,0,1,1,0,1,1,10,0.19448,0.204198,0
486,santy_pe,,None,None,0.655093,,0,1,1,0,1,1,1,1,1,0
487,Elevinfloresr,,None,None,1.48,,0,1,1,0,1,1,10,0.212793,0.225462,0
488,MedardoQuinones,,anr,anr,6.419355,,26,56,82,49,118,167,8,0.284322,0.30938,555816.381167
489,patriiross,,None,None,0.465116,,0,1,1,0,1,1,11,0.175492,0.182459,0
490,SaraMorenoPy,,None,None,0.149502,,126,30,156,159,61,220,9,0.260799,0.287028,362407.359043
491,brunomasitv,,None,None,0.006941,,3,7,10,3,7,10,9,0.227675,0.244363,14254.251927
492,daveRojito,,None,None,0.422695,,0,4,4,0,4,4,10,0.21606,0.23138,0
493,GaleanoSandro,,None,None,5,,0,1,1,0,1,1,1,1,1,0
494,maryoryAlv,,anr,anr,1.333333,,13,11,24,15,21,36,9,0.217535,0.231117,3769.748284
495,Gilditaes,,anr,anr,5.1,,2,7,9,2,7,9,9,0.240831,0.257169,227.55964
496,jeparedesb,,None,None,5.492754,,1,2,3,1,3,4,10,0.208557,0.220459,4348
497,ALEJANDROESCU17,,None,None,1.685062,,0,1,1,0,1,1,1,1,1,0
498,MarceloBalbuena,,None,None,5.835617,,0,1,1,0,2,2,10,0.203682,0.214654,0
499,BABM80,,None,None,0.542253,,0,2,2,0,2,2,11,0.186098,0.19633,0
500,Maurici19093569,,None,None,1.459735,,0,1,1,0,1,1,10,0.218646,0.233216,0
501,JAVIDUAR01,,None,None,12.462687,,0,1,1,0,1,1,9,0.222849,0.234612,0
502,karenmeve,,None,None,1.894737,,0,3,3,0,3,3,10,0.189513,0.199287,0
503,amartinezbo,,None,None,1.929155,,0,1,1,0,1,1,1,1,1,0
504,GusCoro,,None,None,4.040698,,0,1,1,0,1,1,10,0.183817,0.192259,0
505,magraescob,,None,None,1.929204,,5,3,8,5,3,8,9,0.225035,0.241595,1696.901414
506,rrojash,,None,None,1.803714,,0,1,1,0,1,1,10,0.206723,0.218502,0
507,Jtorresfranco,,None,None,0.872917,,0,2,2,0,2,2,10,0.205288,0.216796,0
508,JuanEduEspinola,,None,None,1.206067,,2,1,3,4,2,6,10,0.196315,0.207738,1.390575
509,AlejandroRol0n,,None,None,15.125,,0,2,2,0,2,2,10,0.20931,0.223296,0
510,cesarDQM,,anr,anr,5.825,,1,3,4,2,3,5,10,0.226359,0.241526,233.334124
511,NderakoreNews,,None,None,0.029607,,4,2,6,4,2,6,10,0.192107,0.203078,8698.102482
512,lougonzadu,,anr,anr,1.507246,,2,4,6,2,4,6,9,0.230696,0.242754,195.5955
513,juanrivaspy,,None,None,0.5,,2,1,3,3,1,4,10,0.203091,0.213443,4350.858188
514,roberpedrozo,,None,None,1.393103,,1,1,2,1,1,2,10,0.197152,0.20553,0
515,JaviRios171,,anr,anr,11.583333,,0,1,1,0,4,4,11,0.169334,0.175725,0
516,mmaguayo,,None,None,0.789091,,1,2,3,1,2,3,10,0.210076,0.224069,4349
517,riquelme_nilsa,,None,None,1.366667,,0,3,3,0,3,3,10,0.220683,0.236284,0
518,guillemend,,None,None,1.235294,,0,1,1,0,1,1,10,0.218646,0.233216,0
519,VeraRosanna,,None,None,1.642857,,0,1,1,0,1,1,9,0.225028,0.238274,0
520,Cespedesdiego,,plra,plra,0.901907,,3,4,7,3,7,10,10,0.21772,0.233411,8722.998536
521,VicentePollero,,None,None,6.71831,,2,5,7,2,8,10,9,0.223576,0.240503,50.031865
522,ramirez1876,,None,None,3.207792,,1,3,4,1,3,4,10,0.219352,0.23412,4348
523,ISBABRI,,None,None,1,,0,1,1,0,1,1,10,0.212793,0.225462,0
524,Arifretz92,,None,None,1.893204,,0,0,0,0,0,0,0,0,0,0
525,inakimex,,None,None,1.20858,,0,1,1,0,1,1,2,0.666667,0.75,0
526,juru_guasu,,None,None,0.294527,,9,7,16,27,13,40,9,0.24551,0.266647,27362.198042
527,cuervoneja_,,None,None,3.945946,,0,1,1,0,1,1,11,0.164878,0.170483,0
528,ValdovinosMalu,,None,None,0.764391,,0,1,1,0,1,1,13,0.135638,0.139451,0
529,marcebauza,,None,None,0.75576,,0,2,2,0,2,2,9,0.229616,0.244646,0
530,Vero0V,,None,None,3.609756,,0,1,1,0,1,1,9,0.243695,0.261159,0
531,Vikipinsesa39,,None,None,2,,0,1,1,0,1,1,10,0.212793,0.225462,0
532,ximefigueredook,,None,None,5.035491,,0,1,1,0,1,1,10,0.212793,0.225462,0
533,yany_baez,,None,None,0,,0,1,1,0,1,1,10,0.193632,0.203703,0
534,CachoFerreira3,,None,None,8.361111,,0,1,1,0,1,1,9,0.222849,0.234612,0
535,DavidAldamaB,,None,None,1.881356,,34,17,51,41,20,61,9,0.282732,0.308306,91927.71709
536,DamarysBBM,,None,None,4,,3,3,6,3,4,7,9,0.249598,0.269403,5004.907602
537,Carolin11447838,,None,None,4.75,,11,5,16,12,7,19,10,0.221786,0.238109,20088.831941
538,ErikaCuarajhy,,None,None,0,,0,1,1,0,2,2,11,0.169334,0.175725,0
539,aldo_sos,,None,None,0.412329,,0,1,1,0,1,1,11,0.179934,0.188092,0
540,Capitan_Tuncho,,None,None,0.863636,,0,1,1,0,1,1,10,0.184911,0.193357,0
541,rgv57,,None,None,3.515152,,0,2,2,0,2,2,10,0.206762,0.218713,0
542,oscarisaiasferr,,None,None,1.48,,0,1,1,0,1,1,10,0.207127,0.219616,0
543,libradaapelt,,None,None,6.571429,,0,1,1,0,1,1,10,0.182138,0.190807,0
544,tony7902,,None,None,2.619718,,0,3,3,0,3,3,10,0.222689,0.239114,0
545,carmarin01,,None,None,2.075,,0,1,1,0,1,1,11,0.172505,0.179027,0
546,Edson_Emilio,,None,None,15.666667,,1,1,2,1,1,2,10,0.216269,0.229179,0
547,jotac2c,,plra,plra,1.848485,,89,73,162,189,163,352,8,0.290769,0.330697,706941.523902
548,camilaleonir,,None,None,4.429752,,0,8,8,0,8,8,9,0.251751,0.273281,0
549,1z2fAmav4mAWCPn,,anr,anr,1.098214,,0,3,3,0,4,4,9,0.221622,0.232644,0
550,MirianMelgarej1,,None,None,0.842105,,0,1,1,0,1,1,10,0.179373,0.187731,0
551,CESARSO24288733,,anr,anr,2.06422,,3,6,9,5,8,13,10,0.21615,0.227611,3227.671386
552,arabenitezr,,None,None,0.268657,,0,1,1,0,1,1,1,1,1,0
553,vinkecar,,None,None,6.833333,,0,1,1,0,1,1,10,0.206723,0.218502,0
554,lopezve10_jimy,,anr,anr,0.632266,,8,3,11,8,4,12,9,0.218015,0.228585,2156.76395
555,TobX215,,anr,anr,5.166667,,2,4,6,2,6,8,10,0.221605,0.233626,2196.645207
556,diegobauza123,,None,None,3.798611,,0,5,5,0,5,5,9,0.232265,0.247733,0
557,rigoccp,,None,None,0.179087,,3,2,5,3,5,8,10,0.21379,0.227175,4430.141936
558,botx535,,anr,anr,0.471338,,0,3,3,0,4,4,10,0.214398,0.224904,0
559,CesarParedesF4,,None,None,0.933761,,0,3,3,0,3,3,9,0.242634,0.262138,0
560,SitjarMaria,,plra,plra,4.558824,,0,9,9,0,12,12,9,0.255434,0.277994,0
561,AdolfinoAquino,,pdp,pdp,0.777397,,0,3,3,0,3,3,9,0.241462,0.260617,0
562,onievajuan_py,,None,None,3.670807,,0,1,1,0,1,1,10,0.205259,0.216673,0
563,laridecoud5,,None,None,0.501484,,0,1,1,0,1,1,10,0.203682,0.214654,0
564,Diego_Guachi,,None,None,1.539286,,0,1,1,0,1,1,10,0.179373,0.187731,0
565,RaulFleitas19,,None,None,1.718182,,0,1,1,0,1,1,10,0.207324,0.21873,0
566,baac15,,None,None,1.548077,,0,2,2,0,2,2,9,0.243819,0.26144,0
567,gionettobenitez,,None,None,20,,0,1,1,0,1,1,10,0.209149,0.222855,0
568,EtienneYerovi,,None,None,1.283333,,3,0,3,3,0,3,0,0,0,0
569,silvanamariapaz,,None,None,3.173913,,0,1,1,0,2,2,10,0.200184,0.209898,0
570,VaniaMontalvo,,None,None,2.034439,,0,1,1,0,1,1,3,0.5,0.583333,0
571,diegosolis93,,None,None,1.324324,,0,2,2,0,2,2,10,0.205075,0.215955,0
572,reguera_,,None,None,0.529927,,0,1,1,0,1,1,9,0.21015,0.222392,0
573,Ertoc,,None,None,1.019912,,0,1,1,0,2,2,13,0.135638,0.139451,0
574,JuanMongesj02,,None,None,3.887755,,2,3,5,2,4,6,9,0.222786,0.238227,74.415383
575,ffarina2018,,anr,anr,0.746269,,8,12,20,10,23,33,8,0.266753,0.288735,82252.679553
576,renuca79,,anr,anr,28.666666,,0,18,18,0,60,60,9,0.256156,0.280163,0
577,espiridion01,,anr,anr,2.231221,,2,37,39,2,69,71,8,0.286683,0.319812,4644.212952
578,gracieromero2,,None,None,5.73913,,0,1,1,0,1,1,10,0.203682,0.214654,0
579,jopamchi,,None,None,1.075117,,0,1,1,0,1,1,11,0.181204,0.189918,0
580,BbShira,,None,None,1.348,,1,3,4,1,3,4,10,0.200767,0.211812,21.300881
581,CristianFox33,,None,None,1.70603,,0,1,1,0,1,1,10,0.216007,0.230499,0
582,levi_fer,,None,None,1.164103,,0,2,2,0,2,2,10,0.219352,0.234576,0
583,AleliLopez7,,None,None,0.685547,,0,4,4,0,4,4,10,0.219363,0.236023,0
584,estela39179793,,None,None,2.235294,,0,1,1,0,1,1,10,0.18578,0.194906,0
585,Meche9799,,None,None,0,,0,1,1,0,1,1,10,0.212793,0.225462,0
586,PlankSilvia,,None,None,1.041667,,0,1,1,0,1,1,11,0.190259,0.201187,0
587,mdcgomez91,,None,None,4.135593,,0,4,4,0,5,5,10,0.210766,0.223323,0
588,juan_jvam,,None,None,7.833333,,0,1,1,0,1,1,10,0.216007,0.230499,0
589,py_lucas,,None,None,3.571429,,0,1,1,0,1,1,12,0.144837,0.148862,0
590,twistedmetaljoe,,None,None,1.6,,0,1,1,0,1,1,10,0.196068,0.204806,0
591,0985188075,,None,None,2.411765,,0,1,1,0,1,1,10,0.212793,0.225462,0
592,alexia_boo,,anr,anr,1.878049,,0,1,1,0,2,2,11,0.169334,0.175725,0
593,35Florcita,,None,None,1.939227,,0,1,1,0,2,2,9,0.20929,0.220842,0
